Word,Count
defined(GLM_FORCE_INLINE),1
SFML_SHAPE_HPP,1
static),1
giving,1
\values"\);\,1
\g101),\,1
early,1
CREDITS:,1
\latency,\,1
\popGLStates,\,1
\lost),\,1
\instances,\,1
ABColours,1
'glBindVertexArray',1
PGM:,1
glm::translate,1
\32),\,1
intensively,1
opening,1
0x7fffffff;,1
Saito,1
pre-compressed,1
4-dimensional,1
hasFocus,1
F5,1
\Material,\,1
clients;,1
//Rotate[1][0],1
\array),\,1
SFML_UTF_HPP,1
sin_t,1
theta),1
glm/gtx/color_space.hpp,1
<glm/gtc/random.hpp>//,1
Building,1
\thrown,\,1
desc<genType>::value_size,1
gz1.x);,1
glm/mat2x2.hpp,1
easiest,1
\immediately,\,1
patterns,1
onSeek,1
Testing,1
2006-12-06,1
Periodic,1
\stbi_loadf(filename,\,1
\cached,\,1
<glm/gtx/gradient_paint.hpp>,1
EVENTS,1
(PPM,1
glm_core_swizzle_func,1
\RGB,\,1
\font.loadFromFile("\arial.ttf"\);\,1
attribute),1
===================================================,1
getAvailableDevices,1
Crli,1
\weirdly,\,1
seek(sf::Uint64,1
isEmpty,1
\DCEngine::GLShader("\VertexShader2.glsl"\,\,1
std::trunk,1
\transparency,\,1
Initial,1
=========================,1
clean,1
website,1
non-zigzagged,1
SFML_LISTENER_HPP,1
glm/fwd.hpp,1
\10),\,1
shader..,1
128.0,1
\gy0.y,\,1
Spline,1
(setVisible(false)),1
Pushes,1
said,1
24,1
manip(*this);,1
gradually,1
1.41,1
cb,1
GLSL's,1
\SOIL_HDR_RGBE,\,1
\polygon.setPoint(1,\,1
Atomic,1
g110,1
choicees:,1
dot0,1
\min(x,y)\,1
std::list<sf::TcpSocket*>,1
\MySuperUnzipFunction(data,\,1
\_mm_mul_ps(m[2].data,\,1
(2011-06-20),1
eventprocessing,1
754,1
0.59,1
(*comp,1
http://netpbm.sourceforge.net/doc/pgm.html,1
inherit,1
unregisterWriter,1
\CALLBACK,\,1
two-dimensional,1
filling,1
bring,1
PVRTC,1
sf::Utf<16>,1
\glm::value_ptr,\,1
glm/core/_features.hpp,1
\gy0.z,\,1
sf::Window::pollEvent,1
1.5x,1
\extension,\,1
glm/geometric.hpp,1
\_mm_mul_ss(x,x),\,1
\movie,\,1
object.setRotation(object.getRotation(),1
aliases,1
t1,1
forum,1
State-setting,1
ln,1
extends,1
1).rotate(45);,1
\'extend',\,1
K0,1
table;,1
\"\Created\,1
//Rotate[0][1],1
filestreams,1
everything's,1
(at,1
iterating,1
glm/gtx/extented_min_max.hpp,1
_window->setFramerateLimit(60);,1
stbi_is_hdr(char,1
\(float,\,1
Commonly,1
packSnorm1x8(float,1
not-accelerated,1
items,1
decide,1
bidimensional,1
threadFunc(5)),1
if(defined(GLM_PRECISION_MEDIUMP_INT)),1
(dis)connect,1
stuff),1
poll,1
cmf,1
SFML_SOCKETHANDLE_HPP,1
CodeWarrior,1
\sf::SoundFileWriter,\,1
n011,1
fvec4SIMD(ref4<float>,1
2006-11-13,1
_systems),1
Rotate[1][1],1
\angles,\,1
minutes,1
file/data,1
fall-back,1
for_each,1
sf::BlendNone;,1
abs(gy1);,1
\access,\,1
tdualquat<valType>,1
static_cast<T>(1)),1
3->4;,1
byte;,1
sound),1
mode.bitsPerPixel,1
\similar,\,1
2008-08-08,1
2005-02-28,1
\over,\,1
GLM_CXX11_LOCAL_TYPE_TEMPLATE_ARGS,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/greaterThanEqual.xml"\>GLSL\,1
GLM_FORCE_AVX,1
Thread-local,1
nearest-neighbor,1
resturn,1
\(100,\,1
a0e0a1e1..,1
SOIL_FLAG_INVERT_Y:,1
*s),1
(across,1
\_mm_mix_ps(N,\,1
1.33,1
\1023.0,\,1
noticeable,1
\win.y,\,1
\_mm_add_ps(CosA2,\,1
progress,1
Support,1
\APIENTRY,\,1
9:,1
magnetic,1
\Light,\,1
\getCenter,\,1
\Alpha,\,1
(always,1
optimum,1
5));,1
<ctype.h>,1
abstractions,1
mode.height,1
\transform.rotate(90).translate(50,\,1
deadlocks,1
STBI_ASSERT(x),1
protect,1
Ghenadii,1
500)),1
suite),1
\3=RGB,\,1
isnan,1
Bartholomew,1
cares,1
\STBIW_MALLOC,\,1
\100,\,1
GLM_GTX_color_space_YCoCg,1
(therefore,1
b3,1
(store,1
(inherited,1
texture.draw(sprite);,1
1.43,1
cubePositions;,1
(S11,1
\(int,\,1
GLM_MAT3X2_INCLUDED,1
Server's,1
2008-04-26,1
glVertexAttribPointer,1
downloads,1
data.samples,1
\t1,\,1
Perpendicular,1
200).rotate(45);,1
sprite),1
tvec3<float>),1
\factorX,\,1
decent,1
gtx_extented_min_max.inl,1
glm_gtx_color_space_YCoCg,1
recorder.getBuffer();,1
a22,1
sin(alpha,1
glm/gtx/euler_angles.hpp,1
unpackUnormx4x16:,1
\show,\,1
subset),1
glm_core_type_mat4x2,1
fade_xyz.y);,1
--STRIDE:12->,1
page),1
vrshrn_n_s32,1
finished,1
(Value,1
0000xxxx,1
glm/core/func_integer.inl,1
indication,1
implementation:,1
\accept,\,1
Handle,1
Pi1.x);,1
Fullscreen,1
0.50,1
Configure,1
glm/gtx/log_base.hpp,1
\[1.0,0.0],-1.0)\,1
argument),1
Targa,1
Event::KeyReleased),1
sin(a),1
(storing,1
_this_,1
511.0),1
pointer;,1
glm/core/type_mat4x4.inl,1
setGlobalVolume,1
restored),1
assumption,1
\glUniformMatrix4fv(uniformMatrixLoc,\,1
fastLog(float,1
\exited,\,1
cater,1
MyNonCopyableClass,1
\"\window.draw(object)"\\,1
sf::Text::Bold,1
Can't,1
limitations,1
RenderStates,1
\"\stored"\\,1
examples:,1
GLM_CXX11_DECLTYPE,1
\controls,\,1
Password,1
\GLM_SWIZZLE_GEN_VEC_FROM_VEC4(valType,\,1
TmpC1,1
Response::getMessage(),1
92,1
angle),1
\"\previous"\\,1
-0.8,1
\44100,\,1
Attribute,1
glm/gtx/matrix_transform_2d.hpp,1
reconfigured,1
'1'..'4',1
C's,1
JoystickButtonReleased,1
SFML_NETWORK_HPP,1
GLM_VECTOR_RELATIONAL_INCLUDED,1
50));,1
verbose,1
\count"\\,1
\encryption,\,1
purpose;,1
2.1),1
shots,1
Intersection.position,1
toAnsiString,1
Apache,1
modes[i];,1
\n_z.w),\,1
SFML_IMAGE_HPP,1
individually,1
de-iphone,1
smoother,1
Result[0],1
usage):,1
discarded/clipped,1
SFML_COLOR_HPP,1
\vert1,\,1
sse_inf_ps(__m128,1
Variables,1
\itself,\,1
\detected"\)\,1
CosA);,1
particleman@mollyrocket,1
Zoom,1
http://gcc.gnu.org/onlinedocs/gcc-4.7.1/gcc/Other-Builtins.html,1
Problem,1
Unpack5554Colour,1
eh,1
(Raymond,1
View,1
sf::microseconds(-800000);,1
massive,1
((floatTo11bit(x),1
Thickness,1
\listening,\,1
\sf::Listener::setPosition(1,\,1
onStop(),1
Extern,1
\transform.translate(100,\,1
showing/hidding,1
glm/gtx/vec1.hpp,1
\asserts,\,1
\SinA;//_mm_set_ps(s,\,1
Mod,1
&shader);,1
points;,1
copyable,1
genIType,1
wouldn't,1
P2,1
Ability,1
traits,1
glm/core/type_gentype.hpp,1
suffices,1
glPushAttrib(...);,1
Primitive,1
notate,1
LLVM,1
meantime,1
PopulateEntities(system);,1
nullptr);,1
Box,1
\vector),\,1
by:,1
\ftp.upload("\local-path/file.txt"\,\,1
\worst,\,1
2012-12-20,1
Ulrich's,1
sf::Texture::update(Window&),1
sf::Rect<float>,1
\non-1bpp,\,1
\_mm_srai_epi32(Tmp,\,1
\S11),\,1
Stencil,1
fake_HDR_format,1
-len+1,1
\backwards,\,1
Inline,1
bottom),1
unlock(),1
family,1
LeBlanc,1
Split,1
OpenMP,1
http://www.apache.org/licenses/LICENSE-2.0,1
LineDirection,1
\x&y"\)\,1
PowerVR,1
callback-based,1
max(width,1
1.40,1
\(c0,\,1
patching,1
\shorter,\,1
2009-01-20,1
Euler's,1
isfinite,1
nlen,1
grows,1
IpAddress::ToInteger(),1
INT_MAX),1
sendCommand,1
packUnorm2x16:,1
\desktop.bitsPerPixel),\,1
dstSize);,1
glm_core_type_mat3x3,1
\B,\,1
native-format,1
entropy-coded,1
Formats:,1
'h',1
achieve,1
(TextEntered),1
STBI_SSE2,1
(antialiasing,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/asinh.xml"\>GLSL\,1
Cube,1
\a4(192,\,1
flat,1
ARGB,1
(NDC),1
2008-08-14,1
sf::Event::KeyPressed),1
\"\Mode\,1
structures,1
file.getDuration().asSeconds(),1
~,1
_mm_castsi128_ps(_mm_shuffle_epi32(_mm_castps_si128(,1
GLvoid*,1
SFML_SOUNDSTREAM_HPP,1
minus,1
glm/core/func_trigonometric.hpp,1
\zzww,\,1
picking,1
STBI_NOTUSED,1
archetypes,1
fastAcos(),1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2010/n3050.html,1
a01,1
\1<<3,\,1
corrresponding,1
3.2,1
2011-02-16,1
http://www.open-std.org/jtc1/sc22/wg21/docs/cwg_defects.html#226,1
Values,1
TmpC3);,1
files),1
\"\core\,1
Unlock,1
traits<float>,1
flow,1
glm/core/precision.hpp,1
(copying,1
grisha),1
depalettized,1
\matching"\\,1
glm/gtx/log_base.inl,1
\Autowolves,\,1
\cross(tvec,\,1
\(!background.loadFromFile("\background.jpg"\))\,1
\folder,\,1
N2342,1
Grayscale,1
Being,1
\P>(dot(g000,\,1
sentinel,1
FAILURE,1
consumption,1
DDCAPS2,1
restriction,1
stuff..,1
struct-initialization,1
\"\Philosophy"\\,1
\"\channels:\,1
children,1
\One),\,1
\initialize(channelCount,\,1
genType(int(x),1
Force,1
GLM_MESSAGES,1
any(detail::tvec4<bool>,1
defined(GLM_PRECISION_HIGHP_UINT),1
destroyed),1
(unregisterWriter),1
(2014-07-15),1
Temp1,1
pvec,1
BufferCount]),1
scenes,1
F8,1
head,1
Delegating,1
tasks,1
int.),1
InputSFML,1
sign(0x0),1
readable,1
howard,1
N1791,1
\constructors,\,1
3).rotate(45);,1
SFML_SOUNDSOURCE_HPP,1
dwCaps2,1
\ePT_DX10_B5G6R5_UNORM,\,1
sf::Http::Response::Status,1
traversing,1
mix0;,1
(The,1
hermite,1
\(Event::TouchBegan,\,1
Higher,1
\glyph,\,1
JPGs,1
Springer,1
NULL),1
ln(2),1
wave,1
Roumillac,1
2009,1
is_genIType,1
\ix(Pi0.x,\,1
(micro-teslas),1
object.setPosition(pos.x,1
\glm::translate(trans,\,1
\buffer.saveToFile("\my_record.ogg"\);\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/cos.xml"\>GLSL\,1
highp_f32,1
is_matrix,1
Universal,1
MSbits,1
user-friendly,1
cases;,1
detail::tvec4<bool>&,1
[0],1
paletted,1
2bpp,1
\run-time),\,1
glm/gtx/raw_data.hpp,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/acosh.xml"\>GLSL\,1
\sampleRate,\,1
a0b0c0d0a4b4c4d4,1
vert1,1
glm/integer.hpp,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/notEqual.xml"\>GLSL\,1
column/row,1
\{A,X}BGR\,1
1.29,1
1.19,1
subsystems,1
sound1.play();,1
traceObj,1
cur,1
WindowObj,1
//Rotate[2][0],1
computing,1
\"\differences"\\,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2004/n1653.htm,1
(UCS-4,1
Tutorial::GLCameraTutorial());,1
\(MouseButtonPressed,\,1
8:,1
(std::list<sf::TcpSocket*>::iterator,1
achromatic,1
technique</a>,1
polar,1
GLM_CXX11_DELEGATING_CONSTRUCTORS,1
instantly;,1
(TGA,1
alias,1
glm/vec3.hpp,1
namespace:,1
(gif),1
128;,1
N3206,1
\std::setprecision,\,1
_3,1
\again,\,1
param_type;,1
iz1);,1
gy1),1
10.0f;,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2006/n1986.pdf,1
http://developer.download.nvidia.com/compute/cuda/4_2/rel/toolkit/docs/online/group__CUDA__MATH__DOUBLE_g13431dd2b40b51f9139cbb7f50c18fab.html#g13431dd2b40b51f9139cbb7f50c18fab,1
paletted),1
Rotate[0][0],1
unlocks,1
Character,1
(force_channels),1
\finished,\,1
\glm::cross,\,1
lines[1].position,1
((floatTo10bit(z),1
SFML_SOUNDBUFFER_HPP,1
\changed,\,1
State;,1
GLM_CXX11_DELETED_FUNCTIONS,1
BlkY,1
@mainpage,1
+-1,1
\language,\,1
\_GLM_SWIZZLE_FUNCTION_2_ARGS_SCALAR(vec_type,\,1
recalculate,1
revert,1
derive,1
\tutorial,\,1
<glm/gtx/inertia.hpp>,1
request's,1
Ulrich,1
(listener.accept(client),1
means:,1
Thomas,1
depthBits,1
\"\delete\,1
Epsilon),1
((RET(x),1
colorSrcFactor),1
SFML_DRAWABLE_HPP,1
fo,1
out(0),1
demand,1
Eltham,1
SFML_MUSIC_HPP,1
Gamestates::Sandbox()));,1
Debug.cpp,1
Opposite,1
modes.size();,1
GL_FLOAT,1
y2(y);,1
State,1
boxInertia3,1
_mm_load_ss(&vIn[1]);,1
richer),1
manip(std::cout);,1
restart_interval,1
ISO,1
samples.size());,1
Gamestate,1
intuitive,1
MouseButtonPressed,1
\3.2,\,1
edge2);,1
SFML_RENDERSTATES_HPP,1
glm/core/type_tvec2.inl,1
unpackUnorm4x16(uint64,1
\createReaderFromMemory,\,1
interest,1
Ratio,1
obj.z),1
colT>,1
sscanf(),1
\3D,\,1
0=>,1
\yep,\,1
@Struct,1
complement,1
\"\'findMSB'\,1
height-maps,1
described,1
glm/gtx/handed_coordinate_space.hpp,1
\convert,\,1
Strike,1
\"\localhost"\\,1
\std::right,\,1
bitstream,1
applied),1
above:,1
\sf::Style::Default,\,1
toUtf16,1
(i.e:,1
glm/gtc/matrix_inverse.hpp,1
STBI_ONLY_TGA,1
\Vector3(0,\,1
(linear),1
(reported,1
type-specific,1
STBI_NO_JPEG,1
\fix,\,1
glm/core/type_half.inl,1
\mutex,\,1
Blocks,1
Experimental,1
everyone,1
Storage,1
-5);,1
transofmr,1
times),1
tool,1
truncating,1
Orthonormalizes,1
POT,1
disables,1
vertexShaderSource,1
\detail::tmat1x1<f64,\,1
VBO(s),1
Barbiero,1
__cpuid,1
SOIL_HDR_RGBE:,1
\support),\,1
Subtracts,1
associating,1
fastNormalize,1
2008-11-27,1
mode.width,1
sourceFactor,1
'layout,1
<glm/gtx/polar_coordinates.hpp>,1
\Deprecated,\,1
TEST,1
'glCreateProgram',1
\(JoystickConnected,\,1
glm::floor,1
\sf::Window(sf::VideoMode(_width,\,1
\games,\,1
\BASIS,\,1
simulates,1
add/assign,1
0.52,1
glm/core/_vectorize.hpp,1
notified,1
interchangeable,1
glVertex3f(...);,1
Scm,1
Abandoning,1
getDataSize();,1
tquat<T>,1
***********************************************************,1
orthogonals,1
-y;,1
priv,1
\SendRequest,\,1
\thread(&threadFunc,\,1
fixing,1
\styles,\,1
__m128();,1
NTSC,1
GLM_CXX11_DEFAULTED_FUNCTIONS,1
glm::packUnorm2x16,1
byte3,1
getDesktopMode(),1
Material.diffuse,1
SFML_EVENT_HPP,1
#7,1
texture.clear(sf::Color::Red);,1
file)</a>,1
order[],1
Inverse(,1
highp_fmat1;,1
jfif-centered,1
colorEquation),1
WindowHandler,1
vertexShaderFilename,1
ln(ln(2)),1
'void,1
\"\minimum\,1
F4,1
abs(float,1
\secant,\,1
SFML_MEMORYINPUTSTREAM_HPP,1
\1.0,\,1
(16,1
\max(x,y)\,1
\c,\,1
templetes,1
\details),\,1
kinds,1
\sf::SoundBuffer),\,1
chunks,1
glm::vec3(0.1f,1
Reflect,1
Entering,1
getDataSize,1
sf::Music),1
file.getChannelCount(),1
_mm_castsi128_ps(_mm_set1_epi32(0x7FFFFFFF));,1
Full,1
sf::Color::Green;,1
\interleave,\,1
\stream.open("\musics/msc.ogg"\);\,1
microphone),1
ryg),1
iMCU,1
\r2(position,\,1
\setParameter,\,1
extraction,1
invariant,1
Take,1
Saves,1
(generally,1
44,1
toString,1
'slow',1
largest,1
manipulates,1
getSamples,1
4|5,1
Debug.h,1
Texture::setSmooth,1
unpackSnorm1x8(uint8,1
100),1
SFML_THREADLOCALPTR_HPP,1
&vOut[0],1
_mm_rsqrt_nr_ss(,1
complexity,1
lookups,1
\insert,\,1
Swizzles,1
brackets,1
setRelativeToListener,1
memory-decode,1
\UCS-4,\,1
glm/core/type_mat3x4.inl,1
bmps..,1
N2347,1
0.0));,1
Initialize(),1
\("\/"\)\,1
'glPolygonMode',1
fast-way,1
sf::IpAddress::getLocalAddress().toString();,1
pops,1
crucial,1
(last-in,1
offers,1
packI3x10_1x2(uvec4,1
1993,1
<glm/gtx/dual_quaternion.hpp>,1
glm/core/type_mat4x3.inl,1
\setAttenuation,\,1
22);,1
2006-04-20,1
TmpB4,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/log2.xml"\>GLSL\,1
all);,1
http;,1
\occurred),\,1
\ivec1,\,1
glm/gtc/epsilon.hpp,1
Pf1);,1
\maintain"\,\,1
(position.z,1
\coefficient,\,1
polls,1
glm/gtc/noise.inl,1
SOIL_FLAG_TEXTURE_REPEATS:,1
packSnorm3x10_1x2(xyz):,1
v.y());,1
\UTF-32),\,1
\needed,\,1
translate(T,1
caption,1
SFML_TEXTURE_HPP,1
\(file,\,1
(higher,1
\second,\,1
lib),1
http://www.open-std.org/JTC1/SC22/WG21/docs/papers/2009/n2928.htm,1
r-values),1
Pre-transformed,1
\gifs,\,1
getChannelCount,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/packUnorm2x16.xml"\>GLSL\,1
OpenGL-based,1
(outline,1
glm/core/_literals.hpp,1
16;,1
glm/core/type_mat4x2.inl,1
afford,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/packSnorm2x16.xml"\>GLSL\,1
\sizeof(GLfloat),\,1
\view.reset(sf::FloatRect(100,\,1
byte2,1
auto-typed,1
exception:,1
SFML_WINDOWHANDLE_HPP,1
srcSize,1
SOF),1
\image),\,1
PNG-extensions,1
iter,1
you've,1
is-hdr-or-not,1
glm/gtx/simd_quat.inl,1
consuming,1
SFML_HTTP_HPP,1
stbi__pngchunk,1
SFML_INPUTSTREAM_HPP,1
tmat2x2,1
detailed,1
glm/gtx/raw_data.inl,1
N3272,1
sf::Texture::bind(&texture);,1
sf::SoundBufferRecorder),1
enhancements:,1
ABI,1
sf::sleep,1
a0),1
glm::perspective,1
glBlendEquationSeparate(),1
MySoundFileWriter,1
TmpB3,1
Multiplexer,1
\n,1
stb_image_write,1
\SinA;//_mm_set_ps(-s,\,1
ln(10),1
\!v.z,\,1
globals,1
field),1
non-attenuated,1
group,1
isPowerOfTwo,1
1.38,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/tanh.xml"\>GLSL\,1
(Event::MouseWheelScrolled),1
unpackUnorm1x8(uint8,1
support:,1
\BlkYDim,\,1
srcData,1
KNOW,1
pointer(s),1
recently,1
clients.end();,1
tmat3x3,1
ftp;,1
SFML_TOUCH_HPP,1
provides:,1
glm_core_type_mat2x2,1
sf::Uint8*,1
track,1
instantiates,1
\texts,\,1
\(Specifically,\,1
2005-04-23,1
circling,1
generically,1
GL_UNSIGNED_INT,1
glm/gtc/ulp.inl,1
Microsoft's,1
\AxisA.z,\,1
glm/gtc/swizzle.inl,1
\asMilliseconds,\,1
getMinDistance,1
'firstcode',1
Wrapping,1
loadFromFile(),1
s2..,1
vertexShaderStream,1
\'test',\,1
\(!buffer.loadFromFile("\sound.wav"\))\,1
GLM_PACKING_INCLUDED,1
DLB:,1
\sent,\,1
packets:,1
PVRTDecompress.cpp,1
setOutlineThickness,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2008/n2670.htm,1
SFML_GRAPHICS_EXPORT_HPP,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2008/n2764.pdf,1
GLM_FORCE_CXX98,1
expecting:,1
\sample,\,1
(2015-01-18),1
\P>(n000,\,1
headers),1
JPEG/JFIF,1
\a6("\89.54.1.169"\);\,1
\sf::Vector2f(20,\,1
\GLM_STATIC_ASSERT(0,\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/tan.xml"\>GLSL\,1
general,1
gtc_swizzle,1
glm/core/_swizzle.hpp,1
is_genUType,1
byte1,1
strange,1
\STBIW_MALLOC(),\,1
STBI_HEADER_FILE_ONLY,1
detail::tvec3<bool>,1
(->,1
entries,1
connected:,1
Blazej,1
attribs,1
\intrinsics,\,1
image2,1
(greyscale),1
2005-01-14,1
\appending,\,1
gz1.w);,1
\randomness,\,1
\21,\,1
glm_core_features,1
\unit,\,1
PPM:,1
cap,1
\setRotation,\,1
InputGLFW.h,1
Sharing,1
\g001(gx1.x,\,1
\"\..\Engine\Engine.h"\\,1
Socket-based,1
'glDisableVertexAttribArray',1
is_matrix();,1
object2;,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/all.xml"\>GLSL\,1
\(typically,\,1
pieces,1
historically,1
concatenate,1
GPU's,1
\elems=x,\,1
conditional,1
gz0.x);,1
transferring,1
Vary,1
@Modified,1
K2,1
\perpetual,\,1
(position,1
tmat4x4,1
(Ken,1
intersect,1
GLM_CXX11_RVALUE_REFERENCES,1
Interpolated,1
GAMESTATE,1
GetEngine(),1
glm_core_type_mat2x3,1
Hackers,1
SFML_CONTEXTSETTINGS_HPP,1
order:,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/exp.xml"\>GLSL\,1
descale,1
n111,1
SFML_RECT_HPP,1
\GameSession,\,1
Features:,1
std::unique_ptr<DCEngine::Systems::WindowSFML>,1
valTypeT,1
suppressed,1
unbound,1
Light.position,1
sf::IpAddress::Broadcast;,1
_mm_neg_ps(N);,1
SFML_SYSTEM_HPP,1
boost/std::%bind),1
c1[odd]*y,1
\computed,\,1
(client.receive(packet),1
\gravity,\,1
stb_image.h,1
glm/gtx/vec1.inl,1
abs(gx1),1
compression),1
Layout,1
reversal,1
\through),\,1
(it's,1
nice>,1
1.03,1
Next,1
tmat3x4,1
OBJECT,1
\if(!shadow(Intersection.position,\,1
That,1
Kerning,1
fixed-function,1
\getOutlineColor,\,1
filetypes,1
GLM_GTX_constants,1
vec1,1
lighting,1
\window.create(sf::VideoMode(1024,\,1
vals,1
45.0f,1
v[3]);,1
std::chrono,1
fma,1
\reuse_texture_ID,\,1
1.31,1
\ftp.login("\laurent"\,\,1
rle,1
bit-packed,1
2006-04-17,1
CosA1,1
\sf::Packet,\,1
OnSeek,1
lowp_f32mat1;,1
approach,1
\"\..\..\..\Tutorials\OpenGL\GLTextureTutorial.h"\\,1
socket.send(packet);,1
glm/gtx/inertia.hpp,1
\uploaded"\\,1
\add1,\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/lessThanEqual.xml"\>GLSL\,1
desktop:,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2008/n2540.htm,1
16bits,1
0x00200000,1
\sf::Drawable),\,1
High-level,1
SFML_GRAPHICS_HPP,1
\new,\,1
glm/gtc/matrix_transform.hpp,1
(2015-04-08),1
\wchar_t*,\,1
Directory/file,1
Are,1
What,1
Initialize();,1
SFML_UDPSOCKET_HPP,1
2007-01-24,1
col_type&,1
__asm,1
\robust,\,1
chose,1
getSampleCount,1
core-profile,1
immediate,1
Gamestates,1
STBIW_ASSERT,1
\sf::Touch::getPosition(1,\,1
16);,1
inefficiency,1
n100,1
\work,\,1
\"\lazy\,1
\sprite.setColor(sf::Color(255,\,1
z_pos_file,1
n_xyz,1
compiler-friendly,1
theta,1
\"\WindowSFML.h"\\,1
SFML_JOYSTICK_HPP,1
\shader"\)\,1
info),1
Rendering,1
equilateral,1
reduced-precision,1
glm/gtx/normal.hpp,1
model;,1
\instruction,\,1
fvec4SIMD::fvec4SIMD(ivec4SIMD,1
cinfo)..,1
SFML_SLEEP_HPP,1
Manages,1
iy);,1
markers,1
(selector.isReady(client)),1
(std::size_t,1
<glm/gtx/closest_point.hpp>,1
&shader;,1
20,1
<a>,1
VC6,1
\milliseconds,\,1
\selectors,\,1
glm/gtx/spline.hpp,1
\"\Logged\,1
re-configure,1
\max(-a,\,1
consisting,1
Depth,1
((RET(y),1
\intermediate,\,1
\results,\,1
Constructing,1
\nonzero,\,1
tolerant,1
128),1
less-easy-to-use,1
VC8,1
http://clang.llvm.org/cxx_status.html,1
truncate,1
\shearPlane,\,1
graph,1
GLM_CORE_func_packing,1
everybody,1
OpenGL-related,1
glm_core_intrinsic_geometric,1
SoundStream,1
packUnorm2x8:,1
TmpA3);,1
<glm/gtx/string_cast.hpp>,1
Far,1
GLAPI,1
*comp',1
glm_core_type_vec,1
selector;,1
registerWriter,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/fract.xml"\>GLSL\,1
\image.copy(background,\,1
SOIL_FLAG_PVR_LOAD_DIRECT:,1
DXT5),1
volume),1
Deviation,1
gtx_component_wise.inl,1
glm_detail_intrinsic_vector_relational,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/degrees.xml"\>GLSL\,1
\pages,\,1
searching,1
assigning,1
event.text,1
Revert,1
start_xxx,1
VIRTREV,1
deallocated,1
packSnorm2x8(vec2,1
32;,1
User-defined,1
getBuffer,1
on..,1
matrixCompMult,1
1.28,1
_mm_rcp_ps(Det0);,1
SFML_VERTEX_HPP,1
simple:,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/normalize.xml"\>GLSL\,1
\rather,\,1
N2765,1
sf::Color::Red;,1
UnpackModulations,1
variety,1
Cort,1
\address,\,1
SFML_GLRESOURCE_HPP,1
\permute(vecType<T,\,1
shader(s),1
isinf,1
Punch-through,1
(graphics,1
rasterized,1
sf::SoundBuffer&,1
sf::Joystick::Y);,1
fmat1x1;,1
32K,1
begins,1
glm/gtx/compatibility.inl,1
orange-ish,1
\i,\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/uaddCarry.xml"\>GLSL\,1
Material.exponent);,1
(2008-08-02),1
2008-05-24,1
TmpB0,1
if(cos_t,1
switched,1
util_number_is_power_2,1
radial,1
including),1
channel.),1
SWAR..,1
sf::Vector2<float>,1
fastDistance,1
Gamestate.h,1
loud,1
text.setColor(sf::Color::Red);,1
SFML_SOCKET_HPP,1
getString,1
powerOfTwoNearest,1
\add3,\,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2008/n2752.htm,1
fOneOverSin,1
IEEE,1
\exists,\,1
sf::Utf32),1
_mm_rsqrt_ss(,1
rightmost,1
glm/gtx/quaternion.inl,1
\conversion,\,1
(MouseWheelScrolled),1
TmpC2);,1
changeDirectory,1
base(col_type,1
\GLM_STATIC_ASSERT(std::numeric_limits<genType>::is_iec559,\,1
SSE4,1
[matrem],1
1.49,1
pixel--one,1
I've,1
Download,1
Abstraction,1
ansiChar,1
a11,1
glm/gtx/bit.inl,1
concurrent,1
\shader.setParameter("\point"\,\,1
pollution,1
SOIL_FLAG_POWER_OF_TWO:,1
ftp.getWorkingDirectory();,1
sf::IpAddress::None;,1
Append,1
color.r,1
\"\extra\,1
destruction,1
tmat4x4(tmat3x4<T>,1
blended,1
extremely,1
recommend,1
rectangle;,1
stands,1
fastSin(),1
\(well,\,1
y_pos_buffer,1
intBitsToFloat(detail::ivec4SIMD,1
eat,1
highp_f64mat1x1,1
_mm_set_ss(s);,1
\say,\,1
signals,1
limitations:,1
\duplicated,\,1
stderr,1
\formats),\,1
shower,1
context;,1
\text.setString(std::wstring(L"\hello"\));\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/sqrt.xml"\>GLSL\,1
